Platform,Category,Problem Name,URL,Difficulty,Key Concept,Chapter
Codeforces,dfs and similar,1722F. L-shapes,https://codeforces.com/problemset/problem/1722/F,Medium (1700),"dfs and similar, implementation",1. Introduction to Shapes
Codeforces,General,1510F. Fiber Shape,https://codeforces.com/problemset/problem/1510/F,Hard (2800),N/A,1. Introduction to Shapes
Codeforces,dp,1290F. Making Shapes,https://codeforces.com/problemset/problem/1290/F,Hard (3500),dp,1. Introduction to Shapes
Codeforces,dp,1182A. Filling Shapes,https://codeforces.com/problemset/problem/1182/A,Easy (1000),"dp, math",1. Introduction to Shapes
Codeforces,constructive algorithms,275B. Convex Shape,https://codeforces.com/problemset/problem/275/B,Medium (1700),"constructive algorithms, implementation",1. Introduction to Shapes
Project Euler,Math,514. Geoboard Shapes,https://projecteuler.net/problem=514,Very Hard,Number Theory,1. Introduction to Shapes
LintCode,Math,497. Shape Factory,https://www.lintcode.com/problem/497/,Easy,OO Design,1. Introduction to Shapes
LightOJ,DP with Bitmask,1057 - Collecting Gold,https://lightoj.com/problem/collecting-gold,Medium,Bitmask DP / min steps collecting all gold in L-shaped grid,1. Introduction to Shapes
GeeksforGeeks,Two Pointers,Intersection Point in Y Shaped Linked Lists (Practice),https://www.geeksforgeeks.org/problems/intersection-point-in-y-shapped-linked-lists/1,Medium,Y-intersection,1. Introduction to Shapes
PrepBytes,Two Pointers,Intersection Point in Y Shaped Linked Lists,https://www.prepbytes.com/blog/linked-list/intersection-point-in-y-shaped-linked-lists/,Medium,Two-pointer length align,1. Introduction to Shapes
AtCoder,Geometry,ABC 146 D - Coloring Edges on Tree,https://atcoder.jp/contests/abc146/tasks/abc146_d,800,Graph geometry,2. Basic Geometry
AtCoder,Geometry,ABC 177 D - Friends,https://atcoder.jp/contests/abc177/tasks/abc177_d,600,Graph / DSU geometry,2. Basic Geometry
AtCoder,Geometry,ABC 194 D - Journey,https://atcoder.jp/contests/abc194/tasks/abc194_d,800,Geometry / probability,2. Basic Geometry
AtCoder,Geometry,ABC 199 D - RGB Coloring 2,https://atcoder.jp/contests/abc199/tasks/abc199_d,800,Graph / coloring geometry,2. Basic Geometry
AtCoder,Geometry,ABC 213 D - Takahashi Tour,https://atcoder.jp/contests/abc213/tasks/abc213_d,600,Graph / tree geometry,2. Basic Geometry
AtCoder,Geometry,ABC 238 E - Range Sums,https://atcoder.jp/contests/abc238/tasks/abc238_e,800,Segment / interval,2. Basic Geometry
AtCoder,Geometry,ABC 270 C - Simple path,https://atcoder.jp/contests/abc270/tasks/abc270_c,400,Graph / tree geometry,2. Basic Geometry
CodeAbbey,Basic Geometry,Distance,https://codeabbey.com/index/task_view/distance-between-points,Easy,Euclidean distance,2. Basic Geometry
CodeAbbey,Basic Geometry,Points in a Circle,https://codeabbey.com/index/task_view/points-in-a-circle,Easy,Circle radius check,2. Basic Geometry
CodeAbbey,Basic Geometry,Rectangle,https://codeabbey.com/index/task_view/rectangle,Easy,Rectangle geometry,2. Basic Geometry
CodeAbbey,Basic Geometry,Square,https://codeabbey.com/index/task_view/square,Easy,Square geometry,2. Basic Geometry
CodeAbbey,Basic Geometry,Triangle Area,https://codeabbey.com/index/task_view/triangle-area,Easy,Area via coordinates,2. Basic Geometry
CodeAbbey,Basic Geometry,Triangles,https://codeabbey.com/index/task_view/triangles,Easy,Triangle classification,2. Basic Geometry
CodeChef,Geometry,CCW,https://www.codechef.com/problems/CCW,Medium,Counter-clockwise orientation,2. Basic Geometry
CodeChef,Geometry,Chef and Rainbow Road,https://codechef.com/problems/rainbow,Medium,Geometry / probability,2. Basic Geometry
CodeChef,Geometry,Geometric Mean,https://codechef.com/problems/geo,Medium,Geometric progression,2. Basic Geometry
CodeChef,Geometry,MINMAX,https://www.codechef.com/problems/MINMAX,Medium,Geometric median,2. Basic Geometry
Codeforces,Geometry,2D Traveling,https://codeforces.com/problemset/problem/1869/b,1100,geometry; math; shortest paths; sortings,2. Basic Geometry
Codeforces,Geometry,5G Antenna Towers,https://codeforces.com/problemset/problem/1423/e,2700,geometry,2. Basic Geometry
Codeforces,Geometry,A Colourful Prospect,https://codeforces.com/problemset/problem/933/c,2700,geometry; graphs,2. Basic Geometry
Codeforces,Geometry,A New Beginning,https://codeforces.com/problemset/problem/1534/g,3300,data structures; dp; geometry; sortings,2. Basic Geometry
Codeforces,Geometry,A Trance of Nightfall,https://codeforces.com/problemset/problem/989/e,2700,dp; geometry; matrices; probabilities,2. Basic Geometry
Codeforces,Geometry,Aerodynamic,https://codeforces.com/problemset/problem/1299/b,1800,geometry,2. Basic Geometry
Codeforces,Geometry,Algoland and Berland,https://codeforces.com/problemset/problem/1070/m,3000,constructive algorithms; divide and conquer; geometry,2. Basic Geometry
Codeforces,Geometry,Alternative Reality,https://codeforces.com/problemset/problem/119/e,2400,geometry,2. Basic Geometry
Codeforces,Geometry,Amr and Pins,https://codeforces.com/problemset/problem/507/b,1400,geometry; math,2. Basic Geometry
Codeforces,Geometry,An overnight dance in discotheque,https://codeforces.com/problemset/problem/814/d,2000,dfs and similar; dp; geometry; greedy; trees,2. Basic Geometry
Codeforces,Geometry,Ancient Berland Circus,https://codeforces.com/problemset/problem/1/c,2100,geometry; math,2. Basic Geometry
Codeforces,Geometry,Ancient civilizations,https://codeforces.com/problemset/problem/1045/e,3200,constructive algorithms; geometry,2. Basic Geometry
Codeforces,Geometry,Arpa and an exam about geometry,https://codeforces.com/problemset/problem/851/b,1400,geometry; math,2. Basic Geometry
Codeforces,Geometry,Arranging Crystal Balls,https://codeforces.com/problemset/problem/1740/i,3500,data structures; divide and conquer; dp; geometry; graphs; number theory,2. Basic Geometry
Codeforces,Geometry,Arrow,https://codeforces.com/problemset/problem/630/o,2000,geometry,2. Basic Geometry
Codeforces,Geometry,Astronomy,https://codeforces.com/problemset/problem/949/f,3300,geometry; probabilities,2. Basic Geometry
Codeforces,Geometry,Balance the Cards,https://codeforces.com/problemset/problem/1503/f,3500,constructive algorithms; data structures; divide and conquer; geometry; graphs; implementation,2. Basic Geometry
Codeforces,Geometry,Balanced Removals (Easier),https://codeforces.com/problemset/problem/1237/c1,1700,constructive algorithms; geometry; greedy,2. Basic Geometry
Codeforces,Geometry,Balls of Steel,https://codeforces.com/problemset/problem/1450/b,1000,brute force; geometry; greedy,2. Basic Geometry
Codeforces,Geometry,Battlefield,https://codeforces.com/problemset/problem/182/a,2200,geometry; graphs; implementation; shortest paths,2. Basic Geometry
Codeforces,Geometry,Bear and Floodlight,https://codeforces.com/problemset/problem/385/d,2200,bitmasks; dp; geometry,2. Basic Geometry
Codeforces,Geometry,BerPaint,https://codeforces.com/problemset/problem/44/f,2700,geometry; graphs,2. Basic Geometry
Codeforces,Geometry,Beru-taxi,https://codeforces.com/problemset/problem/706/a,900,brute force; geometry; implementation,2. Basic Geometry
Codeforces,Geometry,Bessie's Birthday Cake (Easy Version),https://codeforces.com/problemset/problem/1942/c1,1300,geometry; greedy; math,2. Basic Geometry
Codeforces,Geometry,Bessie's Birthday Cake (Hard Version),https://codeforces.com/problemset/problem/1942/c2,1700,geometry; greedy; math,2. Basic Geometry
Codeforces,Geometry,Bicycle Race,https://codeforces.com/problemset/problem/659/d,1500,geometry; implementation; math,2. Basic Geometry
Codeforces,Geometry,Billiard,https://codeforces.com/problemset/problem/982/e,2600,geometry; number theory,2. Basic Geometry
Codeforces,Geometry,Birthday,https://codeforces.com/problemset/problem/2172/i,2000,geometry,2. Basic Geometry
Codeforces,Geometry,Blackslex and Girls,https://codeforces.com/problemset/problem/2179/e,1800,constructive algorithms; geometry; math,2. Basic Geometry
Codeforces,Geometry,Bob and stages,https://codeforces.com/problemset/problem/852/h,3000,dp; geometry,2. Basic Geometry
Codeforces,Geometry,Bovine Dilemma,https://codeforces.com/problemset/problem/1466/a,800,brute force; geometry; math,2. Basic Geometry
Codeforces,Geometry,Bowls,https://codeforces.com/problemset/problem/36/c,2200,geometry; implementation,2. Basic Geometry
Codeforces,Geometry,Cannon,https://codeforces.com/problemset/problem/47/e,2200,data structures; geometry; sortings,2. Basic Geometry
Codeforces,Geometry,Captain Marmot,https://codeforces.com/problemset/problem/474/c,2000,brute force; geometry,2. Basic Geometry
Codeforces,Geometry,Careful Maneuvering,https://codeforces.com/problemset/problem/993/c,2100,bitmasks; brute force; geometry,2. Basic Geometry
Codeforces,Geometry,Chain Reaction,https://codeforces.com/problemset/problem/666/d,3000,brute force; geometry,2. Basic Geometry
Codeforces,Geometry,Chemistry Lab,https://codeforces.com/problemset/problem/1765/f,2200,dp; geometry; probabilities,2. Basic Geometry
Codeforces,Geometry,Chris and Road,https://codeforces.com/problemset/problem/703/c,2100,geometry; implementation,2. Basic Geometry
Codeforces,Geometry,City Union,https://codeforces.com/problemset/problem/1799/e,2300,constructive algorithms; dfs and similar; dsu; geometry; greedy; implementation; math,2. Basic Geometry
Codeforces,Geometry,Coat of Anticubism,https://codeforces.com/problemset/problem/667/b,1100,constructive algorithms; geometry,2. Basic Geometry
Codeforces,Geometry,Codeforces Heuristic Contest 001,https://codeforces.com/problemset/problem/2195/h,2400,brute force; constructive algorithms; geometry; implementation,2. Basic Geometry
Codeforces,Geometry,Coloring,https://codeforces.com/problemset/problem/1697/e,2400,brute force; combinatorics; constructive algorithms; dp; geometry; graphs; greedy; implementation; math,2. Basic Geometry
Codeforces,Geometry,Come Together,https://codeforces.com/problemset/problem/1845/b,900,geometry; implementation; math,2. Basic Geometry
Codeforces,Geometry,Commentator problem,https://codeforces.com/problemset/problem/2/c,2600,geometry,2. Basic Geometry
Codeforces,Geometry,Constellation,https://codeforces.com/problemset/problem/618/c,1600,geometry; implementation,2. Basic Geometry
Codeforces,Geometry,Contact,https://codeforces.com/problemset/problem/68/e,2900,geometry,2. Basic Geometry
Codeforces,Geometry,Contest Start,https://codeforces.com/problemset/problem/1539/a,1000,combinatorics; geometry; greedy; math,2. Basic Geometry
Codeforces,Geometry,Cookie Clicker,https://codeforces.com/problemset/problem/377/e,2800,dp; geometry,2. Basic Geometry
Codeforces,Geometry,Corridor,https://codeforces.com/problemset/problem/82/e,2600,geometry,2. Basic Geometry
Codeforces,Geometry,Cosmic Divide,https://codeforces.com/problemset/problem/2055/f,3200,brute force; geometry; hashing; math; strings,2. Basic Geometry
Codeforces,Geometry,Cow and Friend,https://codeforces.com/problemset/problem/1307/b,1300,geometry; greedy; math,2. Basic Geometry
Codeforces,Geometry,Cowboy Beblop at his computer,https://codeforces.com/problemset/problem/717/i,2800,geometry,2. Basic Geometry
Codeforces,Geometry,Crazy Town,https://codeforces.com/problemset/problem/498/a,1700,geometry,2. Basic Geometry
Codeforces,Geometry,Cubic Lattice,https://codeforces.com/problemset/problem/1375/i,3500,geometry; math; matrices; number theory,2. Basic Geometry
Codeforces,Geometry,Cupboard and Balloons,https://codeforces.com/problemset/problem/342/c,1900,geometry,2. Basic Geometry
Codeforces,Geometry,Cut Length,https://codeforces.com/problemset/problem/598/f,2900,geometry,2. Basic Geometry
Codeforces,Geometry,Cutting Carrot,https://codeforces.com/problemset/problem/794/b,1200,geometry; math,2. Basic Geometry
Codeforces,Geometry,DIY,https://codeforces.com/problemset/problem/2038/c,1400,data structures; geometry; greedy; sortings,2. Basic Geometry
Codeforces,Geometry,Dark Matter,https://codeforces.com/problemset/problem/1952/i,N/A,*special; bitmasks; geometry,2. Basic Geometry
Codeforces,Geometry,Darts,https://codeforces.com/problemset/problem/107/e,2700,geometry; probabilities,2. Basic Geometry
Codeforces,Geometry,Definitely a Geometry Problem,https://codeforces.com/problemset/problem/2095/g,N/A,*special; geometry,2. Basic Geometry
Codeforces,Geometry,Depression,https://codeforces.com/problemset/problem/80/b,1200,geometry; math,2. Basic Geometry
Codeforces,Geometry,Diamond Miner,https://codeforces.com/problemset/problem/1495/a,1200,geometry; greedy; math; sortings,2. Basic Geometry
Codeforces,Geometry,Disks,https://codeforces.com/problemset/problem/1949/i,1800,dfs and similar; geometry; graph matchings; graphs,2. Basic Geometry
Codeforces,Geometry,Donkey and Stars,https://codeforces.com/problemset/problem/249/d,2700,data structures; dp; geometry; math; sortings,2. Basic Geometry
Codeforces,Geometry,DravDe saves the world,https://codeforces.com/problemset/problem/28/e,2800,geometry; math,2. Basic Geometry
Codeforces,Geometry,Eligible Segments,https://codeforces.com/problemset/problem/1584/g,3200,geometry,2. Basic Geometry
Codeforces,Geometry,Emperor's Problem,https://codeforces.com/problemset/problem/46/g,2500,geometry,2. Basic Geometry
Codeforces,Geometry,Equal Binary Subsequences,https://codeforces.com/problemset/problem/1736/d,2200,constructive algorithms; geometry; greedy; implementation; strings,2. Basic Geometry
Codeforces,Geometry,Escape Through Leaf,https://codeforces.com/problemset/problem/932/f,2700,data structures; dp; geometry,2. Basic Geometry
Codeforces,Geometry,Evaluate RBS,https://codeforces.com/problemset/problem/1860/f,2900,data structures; geometry; implementation; math; sortings,2. Basic Geometry
Codeforces,Geometry,Fading into Fog,https://codeforces.com/problemset/problem/1826/f,2800,geometry; interactive; math; probabilities,2. Basic Geometry
Codeforces,Geometry,Fancy Fence,https://codeforces.com/problemset/problem/270/a,1100,geometry; implementation; math,2. Basic Geometry
Codeforces,Geometry,FashionabLee,https://codeforces.com/problemset/problem/1369/a,800,geometry; math,2. Basic Geometry
Codeforces,Geometry,Fence,https://codeforces.com/problemset/problem/1422/a,800,geometry; math,2. Basic Geometry
Codeforces,Geometry,Fifa and Fafa,https://codeforces.com/problemset/problem/935/c,1600,geometry,2. Basic Geometry
Codeforces,Geometry,Find Color,https://codeforces.com/problemset/problem/40/a,1300,constructive algorithms; geometry; implementation; math,2. Basic Geometry
Codeforces,Geometry,Find Extra One,https://codeforces.com/problemset/problem/900/a,800,geometry; implementation,2. Basic Geometry
Codeforces,Geometry,Fishingprince Plays With Array Again,https://codeforces.com/problemset/problem/1696/g,3300,brute force; data structures; geometry; math,2. Basic Geometry
Codeforces,Geometry,Fly Around the World,https://codeforces.com/problemset/problem/1517/h,3500,dp; geometry,2. Basic Geometry
Codeforces,Geometry,Following Directions,https://codeforces.com/problemset/problem/1791/b,800,geometry; implementation,2. Basic Geometry
Codeforces,Geometry,Four Segments,https://codeforces.com/problemset/problem/14/c,1700,brute force; constructive algorithms; geometry; implementation; math,2. Basic Geometry
Codeforces,Geometry,Fox and Meteor Shower,https://codeforces.com/problemset/problem/388/e,3100,geometry,2. Basic Geometry
Codeforces,Geometry,Framing Pictures,https://codeforces.com/problemset/problem/1578/f,2900,geometry,2. Basic Geometry
Codeforces,Geometry,Freelancer's Dreams,https://codeforces.com/problemset/problem/605/c,2400,geometry,2. Basic Geometry
Codeforces,Geometry,Full Turn,https://codeforces.com/problemset/problem/1468/f,1700,geometry; hashing; number theory,2. Basic Geometry
Codeforces,Geometry,Gears,https://codeforces.com/problemset/problem/497/d,2900,brute force; geometry; math,2. Basic Geometry
Codeforces,Geometry,Geolocation,https://codeforces.com/problemset/problem/1220/g,3400,geometry,2. Basic Geometry
Codeforces,Geometry,Geometers Anonymous Club,https://codeforces.com/problemset/problem/1195/f,2500,data structures; geometry; math; sortings,2. Basic Geometry
Codeforces,Geometry,Geometric Balance,https://codeforces.com/problemset/problem/2052/g,2800,data structures; geometry; implementation,2. Basic Geometry
Codeforces,Geometry,Ghosts,https://codeforces.com/problemset/problem/975/d,2000,geometry; math,2. Basic Geometry
Codeforces,Geometry,Gleb And Pizza,https://codeforces.com/problemset/problem/842/b,1100,geometry,2. Basic Geometry
Codeforces,Geometry,Global Warming,https://codeforces.com/problemset/problem/1666/g,3100,geometry; math,2. Basic Geometry
Codeforces,Geometry,Good Robot Paths,https://codeforces.com/problemset/problem/2141/g,2800,*special; data structures; geometry; sortings,2. Basic Geometry
Codeforces,Geometry,Gregor and the Odd Cows (Easy),https://codeforces.com/problemset/problem/1548/d1,2300,bitmasks; geometry; math; number theory,2. Basic Geometry
Codeforces,Geometry,Grove,https://codeforces.com/problemset/problem/1949/a,3300,brute force; dfs and similar; dp; geometry; probabilities,2. Basic Geometry
Codeforces,Geometry,Guard Duty (easy),https://codeforces.com/problemset/problem/958/e1,1600,brute force; geometry; greedy; math,2. Basic Geometry
